trade_date,stock_id,leader_id,sector_id,score_sector,score_leader,score_follow,score_total,suggest_entry,suggest_stop,position_value,shares,lots_1000,stock_name,market,themes
2025-12-26,6285,6921,UNKNOWN,0.03144183939290973,3.699873947100018,-0.09605826797344649,0.8975498233731444,101.0,,,,,啟碁,TWSE,UNKNOWN
2025-12-26,2369,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.6083824034818143,0.8320374847789929,23.4,,,,,菱生,TWSE,UNKNOWN
2025-12-26,3055,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.5993355997609454,0.8284187632906453,82.5,,,,,蔚華科,TWSE,UNKNOWN
2025-12-26,2497,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.5806460106718561,0.8209429276550096,49.95,,,,,怡利電,TWSE,UNKNOWN
2025-12-26,3002,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.5718771701877046,0.817435391461349,27.9,,,,,歐格,TWSE,UNKNOWN
2025-12-26,1618,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.5626243857082913,0.8137342776695837,43.65,,,,,合機,TWSE,UNKNOWN
2025-12-26,6272,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.5547284137098216,0.8105758888701958,48.8,,,,,驊陞,TWSE,UNKNOWN
2025-12-26,4989,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.4781973027159619,0.779963444472652,47.8,,,,,榮科,TWSE,UNKNOWN
2025-12-26,2367,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.4731185554456643,0.7779319455645329,28.35,,,,,燿華,TWSE,UNKNOWN
2025-12-26,6706,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.4400873986919087,0.7647194828630307,134.0,,,,,惠特,TWSE,UNKNOWN
2025-12-26,6214,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.4330806495246392,0.7619167831961229,123.0,,,,,精誠,TWSE,UNKNOWN
2025-12-26,00738U,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.4264217775781194,0.7592532344175149,61.75,,,,,期元大道瓊白銀,TWSE,UNKNOWN
2025-12-26,6796,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.41190580008753425,0.7534468434212809,104.5,,,,,晉弘,TWSE,UNKNOWN
2025-12-26,8103,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.40528472452482794,0.7507984131961984,86.7,,,,,瀚荃,TWSE,UNKNOWN
2025-12-26,2406,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.39996976119792627,0.7486724278654378,27.3,,,,,國碩,TWSE,UNKNOWN
2025-12-26,1808,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.3959768453722635,0.7470752615351726,35.2,,,,,潤隆,TWSE,UNKNOWN
2025-12-26,6235,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.39574705958415857,0.7469833472199306,65.0,,,,,華孚,TWSE,UNKNOWN
2025-12-26,3715,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.3626077275635673,0.7337276144116941,123.5,,,,,定穎投控,TWSE,UNKNOWN
2025-12-26,3060,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.35811169189327274,0.7319292001435763,34.5,,,,,銘異,TWSE,UNKNOWN
2025-12-26,3149,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.3442901882159547,0.7264005986726491,32.55,,,,,正達,TWSE,UNKNOWN
2025-12-26,3045,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.34242949033726944,0.7256563195211749,111.5,,,,,台灣大,TWSE,UNKNOWN
2025-12-26,4927,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.3396118724965958,0.7245292723849055,35.25,,,,,泰鼎-KY,TWSE,UNKNOWN
2025-12-26,2228,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.3365308376442446,0.7232968584439651,108.5,,,,,劍麟,TWSE,UNKNOWN
2025-12-26,00735,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.33383069060984927,0.7222167996302069,51.6,,,,,國泰臺韓科技,TWSE,UNKNOWN
2025-12-26,2441,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.3306021163174226,0.7209253699132363,88.9,,,,,超豐,TWSE,UNKNOWN
2025-12-26,1216,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.32830639511970827,0.7200070814341505,80.5,,,,,統一,TWSE,UNKNOWN
2025-12-26,3543,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.2883025289451595,0.704005534964331,45.1,,,,,州巧,TWSE,UNKNOWN
2025-12-26,00763U,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.28181955717014046,0.7014123462543234,31.57,,,,,期街口道瓊銅,TWSE,UNKNOWN
2025-12-26,1616,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.2636652366206514,0.6941506180345278,29.05,,,,,億泰,TWSE,UNKNOWN
2025-12-26,3016,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.2579495303038266,0.6918643355077978,52.2,,,,,嘉晶,TWSE,UNKNOWN
2025-12-26,3708,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.2558773895729196,0.6910354792154351,114.5,,,,,上緯投控,TWSE,UNKNOWN
2025-12-26,6209,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.2426817323036467,0.6857572163077259,67.8,,,,,今國光,TWSE,UNKNOWN
2025-12-26,4576,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.22359770047257688,0.678123603575298,104.5,,,,,大銀微系統,TWSE,UNKNOWN
2025-12-26,1563,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.22320573653181244,0.6779668179989922,47.7,,,,,巧新,TWSE,UNKNOWN
2025-12-26,8039,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.21671975155142348,0.6753724240068366,92.3,,,,,台虹,TWSE,UNKNOWN
2025-12-26,2637,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.202970848149744,0.6698728626461647,69.3,,,,,慧洋-KY,TWSE,UNKNOWN
2025-12-26,2385,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.19705639511970827,0.6675070814341505,115.0,,,,,群光,TWSE,UNKNOWN
2025-12-26,00685L,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1943271780577086,0.6664153946093506,126.5,,,,,群益臺灣加權正2,TWSE,UNKNOWN
2025-12-26,6243,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1934342402156248,0.6660582194725171,38.5,,,,,迅杰,TWSE,UNKNOWN
2025-12-26,6133,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1896562211325391,0.6645470118392829,21.75,,,,,金橋,TWSE,UNKNOWN
2025-12-26,4956,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.186875571461857,0.66343475197101,22.35,,,,,光鋐,TWSE,UNKNOWN
2025-12-26,6412,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1867653082458876,0.6633906466846222,92.8,,,,,群電,TWSE,UNKNOWN
2025-12-26,2504,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.18591926082036236,0.6630522277144122,37.6,,,,,國產,TWSE,UNKNOWN
2025-12-26,2491,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.18375036623033425,0.6621846698784009,21.15,,,,,吉祥全,TWSE,UNKNOWN
2025-12-26,6213,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.17851033527177257,0.6600886574949762,115.5,,,,,聯茂,TWSE,UNKNOWN
2025-12-26,3057,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.17787446397350556,0.6598343089756694,21.5,,,,,喬鼎,TWSE,UNKNOWN
2025-12-26,9933,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.17431691758569567,0.6584112904205455,31.85,,,,,中鼎,TWSE,UNKNOWN
2025-12-26,1609,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.17173016798993126,0.6573765905822397,38.85,,,,,大亞,TWSE,UNKNOWN
2025-12-26,1612,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1613891012078435,0.6532401638694046,35.1,,,,,宏泰,TWSE,UNKNOWN
2025-12-26,2528,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.15986031457407732,0.6526286492158981,30.65,,,,,皇普,TWSE,UNKNOWN
2025-12-26,2606,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.15844337559046182,0.6520618736224519,62.0,,,,,裕民,TWSE,UNKNOWN
2025-12-26,2388,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1574519983367481,0.6516653227209664,53.3,,,,,威盛,TWSE,UNKNOWN
2025-12-26,00663L,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1565644903312446,0.6513103195187651,46.36,,,,,國泰臺灣加權正2,TWSE,UNKNOWN
2025-12-26,6456,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.14798533388213692,0.6478786569391219,42.5,,,,,GIS-KY,TWSE,UNKNOWN
2025-12-26,4916,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.14497951979433438,0.6466763313040009,59.2,,,,,事欣科,TWSE,UNKNOWN
2025-12-26,6189,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.14379812077845028,0.6462037716976473,44.9,,,,,豐藝,TWSE,UNKNOWN
2025-12-26,00675L,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1338007963701548,0.6422048419343291,140.8,,,,,富邦臺灣加權正2,TWSE,UNKNOWN
2025-12-26,3532,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.13244490791601346,0.6416624865526726,93.7,,,,,台勝科,TWSE,UNKNOWN
2025-12-26,6923,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.13206060105131043,0.6415087638067913,97.9,,,,,中台,TWSE,UNKNOWN
2025-12-26,4526,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1302270173227629,0.6407753303153724,30.65,,,,,東台,TWSE,UNKNOWN
2025-12-26,6197,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1299795109961785,0.6406763277847386,138.5,,,,,佳必琪,TWSE,UNKNOWN
2025-12-26,1603,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1288891012078426,0.6402401638694042,37.8,,,,,華電,TWSE,UNKNOWN
2025-12-26,7788,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.12658555919469053,0.6393187470641434,133.5,,,,,松川精密,TWSE,UNKNOWN
2025-12-26,4904,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.11957890374809964,0.636516084885507,88.6,,,,,遠傳,TWSE,UNKNOWN
2025-12-26,2436,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.11722021612595247,0.6355726098366482,48.5,,,,,偉詮電,TWSE,UNKNOWN
2025-12-26,3447,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.11241704093288549,0.6336513397594215,52.5,,,,,展達,TWSE,UNKNOWN
2025-12-26,2609,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.11194800381110406,0.6334637249107088,56.1,,,,,陽明,TWSE,UNKNOWN
2025-12-26,1723,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.10753847094264417,0.6316999117633249,67.1,,,,,中碳,TWSE,UNKNOWN
2025-12-26,2201,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.10752178016702156,0.6316932354530759,34.15,,,,,裕隆,TWSE,UNKNOWN
2025-12-26,6177,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.10694167524630978,0.6314611934847911,53.3,,,,,達麗,TWSE,UNKNOWN
2025-12-26,9955,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.1054846651759015,0.6308783894566278,31.55,,,,,佳龍,TWSE,UNKNOWN
2025-12-26,2607,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.10440203514890742,0.6304453374458302,58.8,,,,,榮運,TWSE,UNKNOWN
2025-12-26,6799,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.10362492887877506,0.6301344949377772,81.9,,,,,來頡,TWSE,UNKNOWN
2025-12-26,00830,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.10148608277020196,0.629278956494348,58.85,,,,,國泰費城半導體,TWSE,UNKNOWN
2025-12-26,5243,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.10147344996797117,0.6292739033734557,79.6,,,,,乙盛-KY,TWSE,UNKNOWN
2025-12-26,4961,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.10054956272006116,0.6289043484742917,142.5,,,,,天鈺,TWSE,UNKNOWN
2025-12-26,2393,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.09801311234301271,0.6278897683234723,53.7,,,,,億光,TWSE,UNKNOWN
2025-12-26,3048,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.09493693329791764,0.6266592967054343,41.6,,,,,益登,TWSE,UNKNOWN
2025-12-26,00693U,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.09099496821736483,0.6250825106732132,20.63,,,,,期街口S&P黃豆,TWSE,UNKNOWN
2025-12-26,1786,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.09045525067336173,0.6248666236556119,73.4,,,,,科妍,TWSE,UNKNOWN
2025-12-26,2362,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.08831268214454974,0.6240095962440871,39.4,,,,,藍天,TWSE,UNKNOWN
2025-12-26,2027,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.08566073472520236,0.6229488172763481,35.35,,,,,大成鋼,TWSE,UNKNOWN
2025-12-26,4764,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.08518320168869892,0.6227578040617467,117.5,,,,,雙鍵,TWSE,UNKNOWN
2025-12-26,3010,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.08325820761087938,0.6219878064306189,111.0,,,,,華立,TWSE,UNKNOWN
2025-12-26,2485,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.08240387054361767,0.6216460716037142,28.2,,,,,兆赫,TWSE,UNKNOWN
2025-12-26,2429,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.08201720230037665,0.6214914043064179,77.2,,,,,銘旺科,TWSE,UNKNOWN
2025-12-26,6405,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.08164994209824074,0.6213445002255635,28.4,,,,,悅城,TWSE,UNKNOWN
2025-12-26,2402,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.07990255386109195,0.620645544930704,63.8,,,,,毅嘉,TWSE,UNKNOWN
2025-12-26,2646,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.07562420298685027,0.6189342045810073,24.05,,,,,星宇航空,TWSE,UNKNOWN
2025-12-26,4976,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.07374103949157544,0.6181809391828974,29.55,,,,,佳凌,TWSE,UNKNOWN
2025-12-26,2466,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.07314947459715115,0.6179443132251277,68.9,,,,,冠西電,TWSE,UNKNOWN
2025-12-26,00894,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.07254498190520094,0.6177025161483476,27.18,,,,,中信小資高價30,TWSE,UNKNOWN
2025-12-26,00909,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.06563137066171579,0.6149370716509535,40.56,,,,,國泰數位支付服務,TWSE,UNKNOWN
2025-12-26,2377,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.06369449768097118,0.6141623224586557,96.2,,,,,微星,TWSE,UNKNOWN
2025-12-26,5388,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.06031512039154151,0.6128105715428838,80.1,,,,,中磊,TWSE,UNKNOWN
2025-12-26,6753,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.05919455077500309,0.6123623436962684,140.0,,,,,龍德造船,TWSE,UNKNOWN
2025-12-26,3025,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.056019712952309966,0.6110924085671912,66.9,,,,,星通,TWSE,UNKNOWN
2025-12-26,2880,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.054265290337607214,0.6103906395213101,32.35,,,,,華南金,TWSE,UNKNOWN
2025-12-26,2540,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.052187690918650054,0.6095595997537272,52.7,,,,,愛山林,TWSE,UNKNOWN
2025-12-26,3645,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.04947916883113708,0.6084761909187221,52.7,,,,,達邁,TWSE,UNKNOWN
2025-12-26,4763,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.04424695798969034,0.6063833065821433,55.0,,,,,材料*-KY,TWSE,UNKNOWN
2025-12-26,9910,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.04040106475373652,0.6048449492877618,111.0,,,,,豐泰,TWSE,UNKNOWN
2025-12-26,3036,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.037674604559387155,0.603754365210022,140.0,,,,,文曄,TWSE,UNKNOWN
2025-12-26,2478,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.035546587134081147,0.6029031582398997,56.4,,,,,大毅,TWSE,UNKNOWN
2025-12-26,2399,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.03552102425198335,0.6028929330870605,26.35,,,,,映泰,TWSE,UNKNOWN
2025-12-26,2882,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.03132259061597057,0.6012135596326554,74.8,,,,,國泰金,TWSE,UNKNOWN
2025-12-26,2392,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.030146589784463433,0.6007431593000526,37.15,,,,,正崴,TWSE,UNKNOWN
2025-12-26,2371,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.026815169295865263,0.5994105911046133,31.9,,,,,大同,TWSE,UNKNOWN
2025-12-26,6155,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.025356681525062222,0.5988271959962921,44.2,,,,,鈞寶,TWSE,UNKNOWN
2025-12-26,2034,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.024087645132262296,0.5983195814391721,20.9,,,,,允強,TWSE,UNKNOWN
2025-12-26,2231,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.023609022329672304,0.5981281323181361,94.0,,,,,為升,TWSE,UNKNOWN
2025-12-26,2204,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.023595962764543694,0.5981229084920847,60.1,,,,,中華,TWSE,UNKNOWN
2025-12-26,00904,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.023240095266234953,0.5979805614927611,22.61,,,,,新光臺灣半導體30,TWSE,UNKNOWN
2025-12-26,2458,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.02315461652723247,0.5979463699971602,124.5,,,,,義隆,TWSE,UNKNOWN
2025-12-26,9939,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.019894355599656247,0.5966422656261297,119.0,,,,,宏全,TWSE,UNKNOWN
2025-12-26,8112,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.013419895284986966,0.594052481500262,75.3,,,,,至上,TWSE,UNKNOWN
2025-12-26,6605,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.012329208466697529,0.5936162067729462,141.5,,,,,帝寶,TWSE,UNKNOWN
2025-12-26,2498,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.010100816408287491,0.5927248499495822,49.3,,,,,宏達電,TWSE,UNKNOWN
2025-12-26,2495,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.0066813702158679406,0.5913570714726144,31.75,,,,,普安,TWSE,UNKNOWN
2025-12-26,6206,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.0018202822329330959,0.5894126362794404,90.9,,,,,飛捷,TWSE,UNKNOWN
2025-12-26,6176,2009,UNKNOWN,0.03144183939290973,2.310719518394995,0.00020981317336619953,0.5887684486556137,128.5,,,,,瑞儀,TWSE,UNKNOWN
2025-12-26,2356,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.005642561109020342,0.5864274989426591,42.5,,,,,英業達,TWSE,UNKNOWN
2025-12-26,5521,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.00882255569774365,0.5851555011071697,25.3,,,,,工信,TWSE,UNKNOWN
2025-12-26,2481,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.023956623030872697,0.5791018741739181,80.4,,,,,強茂,TWSE,UNKNOWN
2025-12-26,2352,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.025848337069911423,0.5783451885583026,23.8,,,,,佳世達,TWSE,UNKNOWN
2025-12-26,3694,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.02837304479172118,0.5773353054695787,61.1,,,,,海華,TWSE,UNKNOWN
2025-12-26,3257,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.03038123088070438,0.5765320310339854,69.6,,,,,虹冠電,TWSE,UNKNOWN
2025-12-26,3305,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.03143799106481625,0.5761093269603407,109.0,,,,,昇貿,TWSE,UNKNOWN
2025-12-26,2543,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.03195135958856789,0.57590397955084,62.0,,,,,皇昌,TWSE,UNKNOWN
2025-12-26,2891,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.031972752718764125,0.5758954222987616,49.8,,,,,中信金,TWSE,UNKNOWN
2025-12-26,4938,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.033558569438455116,0.5752610956108851,68.7,,,,,和碩,TWSE,UNKNOWN
2025-12-26,8131,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.034316562403474894,0.5749578984248772,57.2,,,,,福懋科,TWSE,UNKNOWN
2025-12-26,3042,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.03532449737734938,0.5745547244353274,81.3,,,,,晶技,TWSE,UNKNOWN
2025-12-26,6278,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.03728140717195402,0.5737719605174856,92.9,,,,,台表科,TWSE,UNKNOWN
2025-12-26,4746,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.0408456253186794,0.5723462732587954,60.6,,,,,台耀,TWSE,UNKNOWN
2025-12-26,2630,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.04162659874178399,0.5720338838895536,53.4,,,,,亞航,TWSE,UNKNOWN
2025-12-26,3005,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.04631222360132964,0.5701596339457353,116.5,,,,,神基,TWSE,UNKNOWN
2025-12-26,6558,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.05677222403938033,0.5659756337705151,38.2,,,,,興能高,TWSE,UNKNOWN
2025-12-26,3702,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.05700353528686675,0.5658831092715205,57.2,,,,,大聯大,TWSE,UNKNOWN
2025-12-26,2347,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.05842712770400428,0.5653136723046654,57.6,,,,,聯強,TWSE,UNKNOWN
2025-12-26,4739,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.06375951033577605,0.5631807192519568,67.6,,,,,康普,TWSE,UNKNOWN
2025-12-26,4545,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.08092688942305334,0.5563137676170459,40.25,,,,,銘鈺,TWSE,UNKNOWN
2025-12-26,4915,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.08585612910676872,0.5543420717435598,76.1,,,,,致伸,TWSE,UNKNOWN
2025-12-26,1303,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.08715318897838766,0.5538232477949121,57.5,,,,,南亞,TWSE,UNKNOWN
2025-12-26,2881,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.08924779761297817,0.5529854043410759,97.0,,,,,富邦金,TWSE,UNKNOWN
2025-12-26,6285,2009,UNKNOWN,0.03144183939290973,2.310719518394995,-0.09605826797344649,0.5502612161968886,101.0,,,,,啟碁,TWSE,UNKNOWN
2025-12-26,2615,2615,航運,0.1,0.10312499999999983,0.10312499999999983,0.10203124999999988,79.8,,,,,萬海,TWSE,航運
